motif,score,directors,liked_freq
the film's,0.422,7,6
the big screen,0.422,5,3
exact,0.422,3,3
can make,0.422,3,3
it like,0.421,5,5
go on,0.421,5,5
calls,0.421,4,4
easily,0.421,11,11
will never,0.421,11,8
ended,0.421,8,8
damn,0.42,13,14
usually,0.42,8,7
man,0.419,66,71
etc,0.417,9,7
this has,0.417,5,5
beat,0.417,6,5
of the year,0.417,6,5
understanding,0.417,8,7
inspiration,0.416,4,4
his father,0.416,3,4
all about,0.416,4,4
to hold,0.415,2,2
throughout,0.415,16,16
and sound,0.415,2,2
it never,0.415,3,3
marvel,0.415,2,2
as someone,0.415,2,2
come out,0.415,3,3
world to,0.415,2,2
be the best,0.415,3,2
be the most,0.415,2,2
lost in,0.415,4,3
paths,0.415,2,2
seen,0.415,70,69
noise,0.415,2,2
in real,0.415,4,3
be as,0.415,2,2
it did,0.415,4,2
is better,0.415,3,2
could watch,0.415,2,2
willing,0.415,3,3
they're,0.415,15,13
will have,0.415,2,2
shifts,0.415,2,2
pursuit,0.415,2,2
just,0.414,104,124
lot,0.413,38,37
is it,0.413,11,10
village,0.413,9,8
five,0.412,17,17
you do,0.411,6,4
omg,0.411,4,4
one thing,0.411,5,4
which is,0.411,21,17
only to,0.41,8,7
gotta,0.41,9,7
master,0.41,9,9
could,0.41,64,61
whilst,0.409,3,3
unfortunately,0.409,8,5
of his life,0.409,3,3
in search of,0.409,4,3
calm,0.409,3,3
world war ii,0.409,3,3
war ii,0.409,3,3
narrative,0.409,22,20
to know,0.408,10,10
for that,0.408,6,6
kind,0.407,32,32
she,0.407,51,57
remember the,0.406,2,2
just want to,0.406,2,2
whole time,0.406,2,2
series is,0.406,4,2
at one point,0.406,2,2
of black,0.406,2,2
the help of,0.406,2,2
history of the,0.406,2,2
time that,0.406,2,2
tries,0.406,12,10
sentimental,0.406,2,2
off of,0.406,2,2
dropping,0.406,2,2
hands of,0.406,3,2
moments in,0.406,2,2
each other and,0.406,2,2
from start,0.406,2,2
help of,0.406,2,2
they,0.405,100,112
but this,0.405,18,18
can't,0.404,35,32
story about,0.404,6,6
this but,0.404,7,6
the final,0.403,14,12
sides,0.402,4,3
agree,0.402,3,3
about his,0.401,5,4
story of the,0.401,5,4
it is the,0.401,4,4
feels,0.401,35,35
yourself,0.401,12,12
hit,0.401,13,13
relationship with,0.4,5,5
story and,0.4,6,5
meets,0.4,9,10
unlike,0.4,5,5
hour,0.4,17,18
core,0.4,5,5
uses,0.399,8,8
too much,0.399,8,8
and his,0.399,29,28
found,0.398,24,24
women,0.397,21,22
like an,0.397,6,6
live and,0.397,2,2
fails,0.397,2,2
competition,0.397,2,2
shifting,0.397,2,2
grade,0.397,2,2
turned into,0.397,2,2
responsible,0.397,3,2
players,0.397,2,2
layers,0.397,3,2
woman,0.397,32,31
lynch,0.397,2,2
so funny,0.397,2,2
ton,0.397,2,2
been in,0.397,2,2
you all,0.397,3,2
than any,0.396,3,3
films are,0.396,3,3
feet,0.396,4,4
is good,0.396,3,3
an emotional,0.396,3,3
viewers,0.396,5,4
would be,0.395,22,20
deep,0.395,15,16
usual,0.394,7,6
never seen,0.394,7,6
david,0.393,8,10
knows,0.393,10,10
beginning,0.392,10,12
wake,0.392,5,5
doing,0.392,24,21
them to,0.392,7,7
type,0.392,7,7
inner,0.391,5,4
built,0.39,7,6
he is,0.39,17,19
his own,0.39,15,14
without the,0.389,4,3
piano,0.389,4,3
believe,0.389,24,23
much as,0.389,6,7
the reason,0.389,3,3
minutes,0.389,34,32
needed to,0.388,3,2
sake,0.388,2,2
transition,0.388,2,2
home to,0.388,2,2
flawless,0.388,2,2
been the,0.388,2,2
placed,0.388,2,2
and personal,0.388,2,2
pulls,0.388,2,2
interest in,0.388,2,2
dense,0.388,2,2
dogs,0.388,2,2
the white,0.388,2,2
power and,0.388,2,2
masterclass,0.388,2,2
conventional,0.388,2,2
the ways,0.388,2,2
lyrics,0.388,2,2
get out,0.388,2,2
so they,0.388,3,2
it isn't,0.388,2,2
watched it,0.387,6,6
things,0.387,40,44
reflection,0.386,4,4
general,0.386,7,8
makes you,0.386,5,4
surprisingly,0.386,4,4
the city,0.386,8,8
big,0.385,32,29
chaos,0.384,6,5
acts,0.384,5,5
gem,0.384,6,5
the love,0.384,5,5
teenager,0.383,3,3
obvious,0.383,7,6
and everything,0.383,3,3
related,0.383,4,3
again and,0.383,3,3
an interesting,0.383,4,3
marry,0.383,3,3
shit,0.382,28,27
where they,0.381,4,4
rather than,0.381,9,8
try to,0.381,9,9
relationship,0.381,16,17
written by,0.379,3,2
intellectual,0.379,2,2
titular,0.379,3,2
you go,0.379,3,2
after watching this,0.379,3,2
all its,0.379,2,2
way they,0.379,2,2
trial,0.379,2,2
name of,0.379,2,2
story the,0.379,2,2
style,0.378,24,22
have ever,0.378,8,8
bit,0.377,27,26
until the,0.376,5,5
seem to,0.376,6,5
to use,0.376,3,3
is truly,0.376,4,4
smoke,0.376,3,3
meaningful,0.376,4,3
in the film,0.376,5,4
eating,0.376,4,4
ask,0.375,8,8
while,0.375,63,66
is really,0.374,6,7
each other,0.374,17,17
of it,0.374,22,22
order,0.374,14,14
magical,0.373,5,6
artistic,0.373,7,6
hell,0.373,18,16
and he,0.373,12,11
clear,0.373,12,11
in this,0.373,51,54
move,0.372,12,11
filled,0.372,10,9
watching the,0.372,5,5
focus on,0.371,5,4
moon,0.371,4,4
the film,0.371,51,53
line,0.371,15,14
saw,0.371,21,21
thanks to,0.371,5,4
one point,0.37,2,2
what it means,0.37,2,2
scene in,0.37,4,3
finds,0.37,16,17
addition,0.37,2,2
takes,0.37,27,29
it and,0.37,14,14
mundane,0.37,2,2
and again,0.37,2,2
not quite,0.37,2,2
format,0.37,2,2
language,0.37,9,9
it may,0.37,3,2
experiencing,0.37,2,2
when this,0.37,2,2
neo,0.37,2,2
ended up,0.37,3,3
creativity,0.37,3,3
days of,0.37,3,3
the images,0.37,4,3
point of view,0.37,3,2
composition,0.37,2,2
the full,0.37,3,3
attempting,0.37,2,2
developed,0.37,2,2
affair,0.37,3,3
to me,0.37,30,26
the two,0.369,12,13
what is,0.368,11,11
use,0.368,21,20
that there,0.368,5,5
setting,0.367,8,8
suffering,0.366,6,6
depressing,0.366,6,4
giving,0.366,12,11
speaking,0.366,4,4
reminded me,0.366,4,4
think about,0.366,5,6
this is the,0.365,20,20
amount,0.365,8,8
there,0.364,80,86
crush,0.364,3,3
experienced,0.364,6,5
mass,0.364,3,3
it gets,0.364,3,3
mouth,0.364,3,3
glad,0.363,10,10
that time,0.361,2,2
boundaries,0.361,3,2
beloved,0.361,4,4
the west,0.361,2,2
it almost,0.361,2,2
went,0.361,17,18
the reality,0.361,2,2
at an,0.361,2,2
americans,0.361,3,2
quite,0.361,26,25
stories and,0.361,3,2
ever seen in,0.361,2,2
much about,0.361,2,2
at night,0.361,2,2
asleep,0.361,2,2
coming to,0.361,2,2
humans,0.36,4,5
the worst,0.36,7,5
got,0.36,38,42
stands,0.36,5,5
faces,0.36,10,8
effects,0.359,6,7
they are,0.359,19,18
grew up,0.358,4,3
fact,0.358,22,22
it means,0.358,3,3
being,0.358,73,70
search of,0.358,4,3
more about,0.358,3,3
beauty of,0.358,3,3
by the,0.358,41,47
accident,0.358,2,3
its,0.357,76,83
in an,0.357,18,17
grew,0.356,6,4
and very,0.356,4,4
extra,0.356,5,4
the middle of,0.356,5,5
the rest of,0.355,8,8
as possible,0.353,2,2
it is to,0.353,4,2
to look at,0.353,2,2
pain and,0.353,3,2
but also,0.353,16,15
ate,0.353,2,2
to explore,0.353,2,2
focused on,0.353,2,2
board,0.353,2,2
work is,0.353,3,2
and social,0.353,2,2
trio,0.353,2,2
blast,0.353,2,2
woman and,0.353,2,2
stuck,0.352,8,5
then,0.352,50,53
and over,0.351,3,3
cruel,0.351,5,4
comedy romance,0.351,3,3
vibe,0.351,5,4
surprising,0.351,3,3
no idea,0.351,4,4
proper,0.351,3,3
animals,0.351,4,4
attack,0.351,4,4
main character,0.351,3,3
society,0.35,17,16
feature,0.35,16,14
it this,0.349,6,6
hard,0.349,30,31
problems,0.349,7,6
and how,0.349,16,15
and more,0.349,10,9
guy,0.349,26,23
000,0.348,6,5
ends,0.348,11,10
may be,0.348,7,7
every,0.348,64,66
life is,0.347,8,8
profound,0.346,6,6
thing,0.346,43,43
much better,0.345,3,3
you ll,0.345,3,3
on film,0.345,4,3
may have,0.345,4,3
of the most,0.345,27,28
of self,0.345,3,3
appreciated,0.344,2,2
consistently,0.344,2,2
great job,0.344,3,2
until,0.344,25,25
throwing,0.344,2,2
idea,0.344,17,17
human beings,0.344,2,2
can we,0.344,2,2
can see,0.344,6,5
when the,0.344,17,18
the tv,0.344,2,2
sisters,0.344,2,2
the thing,0.344,2,2
yesterday,0.344,3,2
different,0.344,31,29
her family,0.344,2,2
that even,0.344,2,2
cup,0.344,2,2
stark,0.344,2,2
man with,0.344,2,2
post war,0.344,2,2
thousands,0.344,2,2
prince,0.344,2,2
are you,0.343,5,6
less,0.343,21,20
to life,0.343,7,6
thanks,0.342,9,8
road,0.342,8,7
his films,0.342,5,4
stories,0.342,22,19
to tell,0.342,6,7
rest,0.341,14,13
as it is,0.34,7,5
you're,0.34,20,18
seven,0.34,5,5
sort,0.34,10,10
ahead of,0.339,3,3
sorry,0.339,7,7
eyes of,0.339,4,3
include,0.339,4,3
example,0.339,7,7
in and,0.339,6,6
what this,0.339,3,3
the good,0.339,3,3
ever,0.338,77,85
high,0.337,27,24
stop,0.337,21,20
try,0.337,14,15
to feel,0.336,5,5
wait,0.336,15,13
it's just,0.336,5,5
one that,0.336,8,6
it also,0.336,7,7
for it,0.336,7,7
who had,0.335,2,2
it can be,0.335,2,2
overcome,0.335,3,2
what can,0.335,2,2
dream of,0.335,3,2
hypnotic,0.335,2,2
men and,0.335,4,2
the game,0.335,3,2
the first,0.334,44,42
down,0.334,41,40
and well,0.333,4,3
mother and,0.333,3,3
prime,0.333,3,3
in the way,0.333,3,3
make me,0.333,7,6
choice,0.333,7,6
first half,0.333,3,3
hearts,0.333,3,3
something,0.332,54,55
tiny,0.332,4,4
rate,0.332,4,4
bro,0.332,4,4
cinematography,0.331,15,14
of an,0.329,24,19
events,0.329,16,12
made in,0.328,5,4
course of,0.328,4,4
year,0.328,43,44
master of,0.327,2,2
in on,0.327,2,2
latest,0.327,4,3
the dead,0.327,2,2
belief,0.327,2,2
majority,0.327,2,2
for long,0.327,2,2
ryan,0.327,2,2
due to the,0.327,2,2
fall in love,0.327,3,3
breathe,0.327,3,2
was this,0.327,2,2
he could,0.327,2,2
thought provoking,0.327,2,2
devil,0.327,2,2
the whole,0.327,18,17
the help,0.327,2,2
days,0.326,20,21
you think,0.326,6,6
the biggest,0.325,5,5
hey,0.325,6,5
effort,0.325,7,5
company,0.325,5,5
recommend,0.325,8,7
drama comedy,0.324,10,10
that in,0.323,4,4
are,0.323,105,124
not be,0.323,6,6
amount of,0.322,7,7
screen,0.322,20,21
where,0.322,58,64
going,0.322,42,42
of his,0.322,36,41
film and,0.322,14,13
fun,0.321,22,22
this was the,0.321,4,3
holds,0.321,5,5
world that,0.321,3,3
screening,0.321,7,5
urban,0.321,5,3
obsession,0.321,3,3
sin,0.32,7,6
impactful,0.319,3,2
unbelievable,0.319,2,2
paint,0.319,2,2
falls,0.319,8,8
life that,0.319,2,2
effectively,0.319,3,2
the material,0.319,2,2
union,0.319,2,2
laid,0.319,2,2
to express,0.319,2,2
beginning to,0.319,2,2
it very,0.319,3,2
and those,0.319,2,2
even though,0.319,8,8
oppression,0.319,2,2
studio,0.319,7,8
embrace,0.319,2,2
perfectly,0.318,11,11
depiction of,0.318,4,4
is the,0.318,59,64
and their,0.317,12,13
sounds,0.317,8,8
baby,0.317,10,9
beyond,0.317,15,13
heard,0.317,14,14
film about,0.316,9,11
film has,0.315,4,3
cartoon,0.315,3,3
of women,0.315,3,3
story of,0.315,23,21
that really,0.315,4,3
lost,0.315,22,21
the second,0.315,12,11
narration,0.314,4,4
somewhere,0.314,6,4
of this,0.313,43,45
relationships,0.313,7,7
she was,0.313,5,6
out,0.312,96,104
die,0.311,17,19
search,0.311,8,7
the middle,0.311,7,7
strong,0.311,11,12
give,0.311,29,27
in movie,0.31,2,2
midst,0.31,3,2
the wrong,0.31,2,2
is amazing,0.31,2,2
he made,0.31,2,2
starts to,0.31,2,2
entire,0.31,26,25
it on,0.31,6,6
human being,0.31,2,2
believes,0.31,2,2
there is,0.31,26,25
within,0.31,21,20
and loved,0.31,2,2
tv show,0.31,2,2
that never,0.31,2,2
story,0.31,67,66
comedy the,0.31,2,2
to film,0.309,4,3
ordinary,0.309,5,4
fight,0.309,12,12
tries to,0.309,8,8
european,0.309,4,3
future,0.308,15,17
you know,0.308,18,14
to this,0.308,18,15
of being,0.307,9,8
him and,0.307,7,6
and they,0.307,8,8
to look,0.307,6,6
middle,0.306,15,13
puts,0.306,5,5
made the,0.304,4,4
not as,0.304,4,4
are the,0.304,13,12
had no,0.303,3,3
but is,0.303,3,3
large,0.303,8,6
his mother,0.303,3,3
spring,0.302,2,2
lying,0.302,2,2
with each other,0.302,2,2
realized,0.302,5,5
brought,0.302,10,10
other and,0.302,2,2
open,0.302,12,10
brother,0.302,8,8
our own,0.302,2,2
but she,0.302,2,2
to discover,0.302,3,2
does the,0.302,3,2
definitive,0.302,2,2
movie it,0.302,2,2
how we,0.302,2,2
and directed,0.302,2,2
whether,0.301,10,9
want to,0.301,24,28
somehow,0.301,9,9
man's,0.3,4,4
smart,0.3,4,4
current,0.3,4,4
changes,0.3,6,6
was going,0.3,4,4
has,0.298,93,97
moved,0.298,5,5
dangerous,0.298,6,5
that can,0.297,7,6
2021,0.297,3,3
life as,0.297,4,3
highly,0.297,9,9
like you,0.297,3,3
faced,0.297,4,3
to it,0.297,9,8
leads,0.297,8,7
perhaps the,0.297,3,3
father,0.296,15,16
in such,0.295,5,4
to stop,0.295,4,4
in what,0.294,2,2
societal,0.294,2,2
romance comedy,0.294,2,2
what he,0.294,5,5
right now,0.294,6,6
but it was,0.294,2,2
and who,0.294,2,2
from her,0.294,4,5
of these,0.293,9,11
watching this,0.293,20,18
long,0.293,39,43
and her,0.293,12,11
piece of,0.292,14,13
own,0.292,46,46
not to,0.292,13,12
astonishing,0.291,3,3
relatable,0.291,4,3
count,0.291,3,3
maybe,0.291,25,23
really,0.291,75,80
this is one,0.291,6,6
opening,0.291,12,11
plan,0.291,4,4
alone,0.29,15,14
the right,0.289,10,7
title,0.289,13,11
take,0.288,34,37
turning,0.287,5,5
both,0.287,39,39
that they,0.287,13,11
photography,0.286,3,3
the central,0.286,2,2
film can,0.286,2,2
goal,0.286,2,2
shadows,0.286,3,3
may not,0.286,3,3
capitalism,0.286,3,3
happy to,0.286,3,2
dialogues,0.286,2,2
as their,0.286,2,2
sign,0.286,4,3
machine,0.286,5,4
though it,0.286,4,3
capital,0.286,2,2
purely,0.286,3,2
blow,0.286,3,2
involved in,0.286,3,3
strikes,0.286,2,2
chaotic,0.286,3,3
people,0.286,75,76
life in,0.286,9,7
card,0.286,2,2
closer to,0.286,2,2
the us,0.286,2,2
often,0.285,16,19
with their,0.285,8,8
forever,0.285,15,14
this in,0.285,8,8
crazy,0.284,12,12
you can,0.284,23,22
those,0.284,42,44
but he,0.284,6,6
did,0.284,43,42
ago,0.283,14,14
that she,0.283,4,5
want,0.283,39,41
park,0.283,4,5
around,0.283,40,42
edge,0.282,4,4
struggle,0.282,9,9
helped,0.282,5,4
express,0.282,4,4
be so,0.282,4,4
lighting,0.282,4,4
more than,0.281,20,21
just like,0.281,6,6
you re,0.28,11,11
of the same,0.28,3,3
an epic,0.278,2,2
well made,0.278,2,2
read the,0.278,2,2
glory,0.278,2,2
think,0.278,54,60
than just,0.278,2,2
have an,0.278,3,2
refuses,0.278,3,2
levels,0.278,3,2
to just,0.278,2,2
in his,0.278,21,21
courage,0.278,2,2
it is,0.278,53,53
horrific,0.278,2,2
or less,0.278,2,2
task,0.278,2,2
by an,0.277,4,4
my life,0.277,16,17
appears,0.277,4,4
seen it,0.277,5,4
anything,0.276,26,27
why,0.276,39,41
sees,0.276,7,5
at this,0.276,5,5
end,0.276,40,39
book,0.275,11,8
anyway,0.275,6,6
feelings,0.275,9,9
months,0.275,9,8
escape,0.275,7,7
even in,0.274,3,3
avant,0.274,3,3
from my,0.274,3,3
contemporary,0.273,6,4
certainly,0.273,8,8
lovers,0.273,4,4
about,0.273,103,117
with each,0.273,4,4
is going,0.272,5,5
would,0.272,68,70
it to,0.271,10,11
lead,0.271,11,11
accurate,0.27,2,2
sad and,0.27,2,2
has some,0.27,2,2
kindness,0.27,2,2
hotel,0.27,2,2
shocked,0.27,2,2
horse,0.27,3,2
might have,0.27,3,2
place in,0.269,7,6
with this,0.269,12,12
date,0.268,5,5
buy,0.268,3,3
they do,0.268,3,3
an hour,0.268,4,4
answer,0.268,4,4
poetry,0.268,5,5
cool,0.268,19,18
someone who,0.268,6,5
insane,0.268,10,10
terrific,0.268,3,3
me and,0.267,11,9
living in,0.266,7,6
tale of,0.266,5,6
dance,0.266,9,8
made this,0.266,6,6
leading,0.265,5,5
because the,0.265,6,5
based,0.265,14,15
moments of,0.265,5,5
it takes,0.264,4,4
sure,0.264,22,22
hollywood,0.263,11,8
time but,0.263,3,3
atmosphere,0.263,6,6
circumstances,0.263,3,3
popular,0.263,6,6
the only thing,0.263,3,3
dealing,0.263,4,3
fall in,0.263,3,3
achievement,0.263,3,3
this because,0.262,2,2
miracle,0.262,2,2
what would,0.262,4,2
first,0.262,67,71
even as,0.262,2,2
suffer,0.262,2,2
might be the,0.262,3,2
rewatched,0.262,2,2
director of,0.262,2,2
to read,0.262,2,2
watching,0.262,48,49
they could,0.262,3,2
to live in,0.262,3,2
as far as,0.262,2,2
the local,0.262,3,2
everyone in,0.262,2,2
not being,0.262,2,2
edge of,0.262,2,2
deliver,0.262,2,2
end of,0.261,14,12
long time,0.261,7,5
the more,0.261,8,8
reveal,0.259,4,4
in its,0.259,14,14
nothing,0.259,31,31
ability to,0.259,4,4
seen in,0.258,11,8
away from,0.258,9,9
means,0.257,14,13
series,0.257,35,30
know it,0.257,3,3
to get,0.257,21,20
impossible to,0.257,4,3
live in,0.256,11,9
within the,0.256,7,7
to see this,0.255,6,4
and beautiful,0.255,4,4
must,0.255,28,28
this world,0.255,4,4
comes,0.255,22,22
the whole thing,0.254,2,2
dying,0.254,5,5
immense,0.254,2,2
the amount of,0.254,2,2
sacrifice,0.254,2,2
us the,0.254,2,2
so cool,0.254,4,2
not to be,0.254,2,2
mountains,0.254,2,2
exclusive,0.254,2,2
and the,0.254,77,91
of view,0.254,3,2
multiple,0.254,7,6
depiction,0.251,4,4
had me,0.251,3,3
can you,0.251,3,3
funniest,0.251,5,4
metal,0.251,3,3
years later,0.25,6,5
of how,0.25,10,9
any of,0.25,7,5
on an,0.25,6,5
love this,0.249,8,8
as it,0.249,21,17
cry,0.248,11,12
didn,0.248,14,14
in the world,0.248,10,9
losing,0.247,7,5
it can,0.247,5,5
after,0.247,61,71
black and white,0.246,4,4
beautiful and,0.246,8,7
connected,0.246,3,3
available,0.246,4,4
my mind,0.246,4,4
he just,0.246,2,2
best film,0.246,4,3
anything else,0.246,2,2
covered,0.246,2,2
about her,0.246,2,2
rather,0.246,18,16
murdered,0.246,2,2
sensitive,0.246,2,2
storyline,0.246,3,2
match,0.246,3,3
major,0.246,8,7
wedding,0.246,2,2
and music,0.246,2,2
persona,0.246,2,2
to mention,0.246,3,2
at one,0.246,3,3
takes the,0.246,2,2
than,0.244,64,71
no matter,0.243,5,5
lies,0.243,5,5
towards,0.243,12,11
how it,0.243,7,7
or the,0.243,7,7
i'd,0.243,12,11
up for,0.242,4,4
say,0.242,42,44
though,0.241,30,29
entertaining,0.241,7,6
that had,0.24,3,3
girls,0.24,10,9
away,0.24,30,29
expected,0.24,5,5
you for,0.24,3,3
film on,0.238,2,2
stop motion,0.238,3,2
the air,0.238,2,2
term,0.238,2,2
and yet,0.238,6,6
looking,0.238,18,17
some,0.238,67,73
to do,0.238,21,18
brought to,0.238,2,2
home and,0.238,2,2
san,0.238,2,2
the movies,0.238,2,2
distinct,0.238,3,2
adore,0.238,3,2
hardly,0.238,3,2
shop,0.238,2,2
our,0.238,37,37
over and over,0.238,2,2
hundred,0.238,2,2
else,0.238,19,18
hometown,0.238,2,2
wide,0.237,4,4
90s,0.237,5,4
brilliant,0.237,14,14
reality,0.236,17,15
and so,0.236,10,10
previous,0.236,6,5
kind of,0.236,23,22
dialogue,0.235,10,9
why is,0.235,3,3
chinese,0.235,3,3
shocking,0.235,3,3
the funniest,0.235,4,3
with my,0.235,8,8
whose,0.234,11,12
viewing,0.233,7,8
the viewer,0.233,4,4
surprised,0.233,5,4
lucky,0.233,5,4
adult,0.233,5,4
capture,0.233,7,5
if you,0.232,34,28
himself,0.232,22,21
so far,0.232,7,6
like to,0.231,8,8
nearly,0.231,9,8
that was,0.231,16,14
countryside,0.23,3,2
one the,0.23,2,2
criticism,0.23,2,2
their,0.23,87,100
and all the,0.23,3,2
glimpse,0.23,2,2
tribute to,0.23,2,2
also the,0.229,4,4
help but,0.229,5,3
against,0.229,22,22
limited,0.229,3,3
art,0.229,24,26
an entire,0.229,4,3
on your,0.229,3,3
entertainment,0.229,3,3
dramatic,0.229,8,6
attempts to,0.229,4,4
land,0.228,9,8
set,0.228,32,30
under the,0.227,8,7
poetic,0.226,6,6
had,0.226,59,64
of what,0.226,12,11
law,0.226,5,5
filmmaking,0.224,11,11
the face of,0.224,3,3
little bit,0.224,3,3
the black,0.224,3,3
for years,0.224,4,3
letter to,0.223,2,2
we are,0.223,12,11
i've,0.223,38,38
real and,0.223,2,2
meanwhile,0.223,2,2
leaving,0.223,6,6
initial,0.223,2,2
for sure,0.223,2,2
portrays,0.223,3,2
draw,0.223,2,2
that only,0.223,2,2
wrote,0.223,6,6
know,0.223,58,60
response,0.223,2,2
wonder,0.223,10,9
life,0.222,84,90
viewer,0.222,5,5
drama romance,0.222,6,7
it so,0.221,9,8
solid,0.221,6,6
they were,0.221,12,10
exciting,0.22,5,4
weight,0.22,5,4
news,0.22,5,4
rarely,0.22,4,4
wouldn't,0.22,4,4
war,0.219,26,23
used,0.218,17,15
on how,0.218,3,3
side,0.218,12,11
office,0.218,3,3
seems to be,0.218,4,3
poor,0.218,6,6
collective,0.218,3,3
no one,0.217,10,10
two,0.217,55,59
outside,0.217,10,9
stars,0.217,15,16
world war,0.216,4,4
provoking,0.215,2,2
you will,0.215,8,6
just so,0.215,5,5
involved,0.215,8,8
showcase,0.215,2,2
to your,0.215,2,2
forward,0.215,7,6
more of,0.215,7,6
wants,0.215,12,10
stunning,0.215,7,10
it should,0.215,2,2
critical,0.215,2,2
garden,0.215,2,2
singular,0.215,3,2
also,0.215,62,63
eat,0.215,7,6
the amount,0.215,2,2
will,0.214,68,70
the end of,0.214,12,10
to finish,0.213,3,3
tender,0.213,3,3
them,0.213,67,64
school,0.213,17,18
to love,0.212,4,4
you to,0.212,7,7
worse,0.212,5,5
in way,0.212,7,6
to play,0.212,4,4
tonight,0.212,5,4
to say,0.212,18,18
is an,0.21,21,21
number,0.209,7,6
needed,0.209,8,7
lovely,0.209,8,7
them and,0.208,4,4
on the big,0.208,4,2
revealed,0.208,2,2
but never,0.208,2,2
2016,0.208,2,2
the film was,0.208,2,2
united,0.208,4,4
college,0.208,5,5
variety,0.208,2,2
years and,0.207,4,3
audiences,0.207,4,3
the work,0.207,4,3
didn't,0.207,21,19
forgot,0.207,3,3
boyfriend,0.207,3,3
because he,0.207,3,3
lord,0.207,4,3
not only,0.206,14,12
makes,0.205,40,40
normal,0.205,6,5
any other,0.204,4,4
years ago,0.204,7,7
have ever seen,0.204,4,4
obviously,0.203,7,6
modern,0.203,14,13
brings,0.203,12,9
and was,0.202,7,7
many times,0.202,3,3
only thing,0.202,3,3
it's like,0.202,3,3
the same time,0.202,7,7
economic,0.202,3,3
world,0.202,62,67
car,0.202,7,7
decided to,0.201,6,5
in every,0.2,6,6
compassion,0.2,2,2
the best thing,0.2,2,2
it into,0.2,3,2
making it,0.2,2,2
are still,0.2,2,2
and made,0.2,2,2
on in,0.2,3,2
inside the,0.2,3,2
member,0.199,5,4
this one,0.199,23,21
going to be,0.199,4,4
can be,0.198,15,16
total,0.198,6,5
wanting,0.197,3,3
one's,0.197,3,3
you the,0.197,3,3
internet,0.197,2,3
to watch this,0.197,7,8
deserves,0.197,6,6
you can't,0.197,4,3
in new,0.195,4,4
details,0.195,6,5
to see the,0.195,5,4
really good,0.195,5,4
is no,0.195,8,8
i've never,0.193,2,2
surrounded,0.193,2,2
allowing,0.193,2,2
of the time,0.193,2,2
back on,0.193,2,2
scream,0.193,3,2
angel,0.193,2,2
and that,0.193,14,13
won,0.192,9,7
center,0.191,4,4
arrives,0.191,3,3
it will,0.191,4,4
make it,0.191,8,6
with his,0.191,20,18
low,0.191,7,6
revolutionary,0.191,4,3
unexpected,0.191,7,5
it for,0.191,5,5
one of them,0.191,3,3
masterpiece,0.19,18,19
of them,0.188,14,14
the screen,0.188,5,5
question,0.188,8,8
don know,0.187,5,4
forgotten,0.187,5,4
it still,0.187,5,4
good,0.187,64,64
much of,0.186,9,8
quest,0.186,3,3
of war,0.186,3,3
watched this,0.186,13,12
seeing this,0.185,3,2
lives,0.185,24,27
during the,0.185,17,16
this is just,0.185,2,2
because,0.185,61,59
is the first,0.185,3,2
through this,0.185,2,2
forward to,0.185,2,2
into this,0.184,6,5
stuff,0.183,13,14
family,0.183,33,36
either,0.183,8,8
point,0.183,25,24
ones,0.183,8,8
is what,0.183,9,8
favourite,0.183,11,11
her own,0.183,4,4
at the same,0.182,7,7
least,0.182,17,16
time,0.182,90,98
even,0.182,66,70
all in,0.181,3,3
of the,0.181,119,146
is to,0.181,12,10
can get,0.181,3,3
you just,0.181,3,3
soul,0.181,9,11
attempts,0.181,5,5
it with,0.181,5,5
felt,0.18,26,24
must be,0.179,5,4
thinking about,0.179,4,4
sense of,0.179,14,13
the heart,0.179,4,4
world of,0.179,8,7
their own,0.179,11,10
leaves,0.179,7,7
2017,0.178,4,2
one in,0.178,2,2
has to be,0.178,2,2
say the,0.178,3,2
mess,0.178,2,2
countless,0.178,2,2
depressed,0.178,2,2
the people who,0.178,2,2
circle,0.178,2,2
episode of,0.178,2,2
across the,0.178,6,5
how you,0.178,2,2
and also,0.178,6,5
this point,0.178,2,2
of my favourite,0.178,2,2
off to,0.178,2,2
playing,0.177,15,14
on that,0.176,3,3
he does,0.176,3,3
to be,0.176,71,73
parents,0.175,9,8
actually,0.175,23,27
excited,0.175,4,4
you'll,0.175,4,4
grief,0.175,4,4
three,0.175,27,26
next,0.174,19,18
project,0.174,10,10
need to,0.174,13,13
visually,0.174,7,5
film was,0.174,7,6
appreciate,0.174,5,5
tone,0.174,6,6
clearly,0.174,10,7
isn,0.173,7,8
started,0.173,13,11
listen,0.172,7,7
impossible,0.172,8,7
ill,0.171,3,3
bird,0.171,2,2
sea,0.171,5,6
described,0.171,2,2
german,0.171,4,4
managed,0.171,3,3
is also,0.171,7,6
have been,0.171,19,18
in many,0.171,3,2
world and,0.171,5,4
common,0.171,5,4
left,0.17,24,20
sound,0.17,15,16
and its,0.169,11,9
but the,0.169,23,25
fall,0.169,11,10
john,0.169,10,10
to think,0.168,6,5
to him,0.167,4,4
teacher,0.167,3,4
my friends,0.167,4,4
turn,0.166,12,13
you need,0.165,3,3
larger,0.165,3,3
documentary this,0.164,3,2
worker,0.164,3,2
shy,0.164,2,2
to the point,0.164,2,2
reflects,0.164,2,2
comment,0.164,2,2
moves,0.163,6,6
couple of,0.163,4,4
